city+country,Value,wmo,lat,long,place,db_max,wb_max,city,country
delta+canada,109490.0,,,,,,,,
oktyabrsky+russian federation,109474.0,,,,,,,,
pompano beach+u.s.,109393.0,,,,,,,,
kandy+sri lanka,109343.0,,,,,,,,
el-hwamdia+egypt,109314.0,,,,,,,,
north charleston+u.s.,109298.0,,,,,,,,
hakusan+japan,109287.0,,,,,,,,
santo tomas+philippines,109269.0,,,,,,,,
achinsk+russian federation,109229.0,294670,56.283,90.517,"ACHINSK, RUSSIAN FEDERATION",34.7,23.4,achinsk,russian federation
ang thong+thailand,109207.0,,,,,,,,
quibdo+colombia,109121.0,,,,,,,,
sehore+india,109118.0,,,,,,,,
fribourg+switzerland,109106.0,,,,,,,,
everett+u.s.,109043.0,,,,,,,,
pakpattan+pakistan,109033.0,,,,,,,,
kamagaya+japan,108917.0,,,,,,,,
bongaon+india,108864.0,,,,,,,,
santana de parnaíba+brazil,108813.0,,,,,,,,
sertaozinho+brazil,108772.0,,,,,,,,
elista+russian federation,108753.0,,,,,,,,
barretos+brazil,108686.0,,,,,,,,
khardaha+india,108496.0,,,,,,,,
enterprise+u.s.,108481.0,,,,,,,,
elets+russian federation,108404.0,,,,,,,,
angus+united kingdom,108400.0,,,,,,,,
jandira+brazil,108344.0,,,,,,,,
toledo+brazil,108259.0,,,,,,,,
east dunbartonshire+united kingdom,108243.0,,,,,,,,
saijo+japan,108174.0,,,,,,,,
tadpatri+india,108171.0,,,,,,,,
west palm beach+u.s.,108161.0,,,,,,,,
ise+nigeria,108136.0,,,,,,,,
dongxing+china,108131.0,,,,,,,,
fujimi+japan,108102.0,,,,,,,,
boulder+u.s.,108090.0,,,,,,,,
balneário camboriú+brazil,108089.0,,,,,,,,
port blair+india,108058.0,433330,11.667,92.717,"PORT BLAIR, INDIA",35.9,29.5,port blair,india
osijek+croatia,108048.0,,,,,,,,
lahad datu+malaysia,107908.0,,,,,,,,
serov+russian federation,107904.0,280440,59.600,60.533,"SEROV, RUSSIAN FEDERATION",34.8,23.1,serov,russian federation
maribor+slovenia,107877.0,,,,,,,,
west covina+u.s.,107847.0,,,,,,,,
itarsi+india,107831.0,,,,,,,,
pedro aguirre cerda+chile,107803.0,,,,,,,,
chorzów+poland,107780.0,,,,,,,,
emmen+netherlands,107775.0,,,,,,,,
karuri+kenya,107716.0,,,,,,,,
leeuwarden+netherlands,107691.0,062700,53.229,5.761,"LEEUWARDEN, NETHERLANDS",33.1,25.0,leeuwarden,netherlands
sultanpur+india,107640.0,,,,,,,,
alchevsk+ukraine,107542.0,,,,,,,,
bolzano+italy,107528.0,160200,46.460,11.326,"BOLZANO, ITALY",40.2,25.1,bolzano,italy
novopolotsk+belarus,107479.0,,,,,,,,
shikohabad+india,107404.0,,,,,,,,
broken arrow+u.s.,107403.0,,,,,,,,
alphen aan den+netherlands,107396.0,,,,,,,,
jalpaiguri+india,107341.0,,,,,,,,
ballarat+australia,107325.0,948520,-37.517,143.783,"BALLARAT AP, AUSTRALIA",41.8,27.8,ballarat,australia
carcar+philippines,107323.0,,,,,,,,
kaluop+egypt,107303.0,,,,,,,,
shamli+india,107266.0,,,,,,,,
fusagasugá+colombia,107259.0,,,,,,,,
mangalagiri+india,107197.0,,,,,,,,
ngong+kenya,107188.0,,,,,,,,
la trinidad+philippines,107188.0,,,,,,,,
pavlograd+ukraine,107127.0,,,,,,,,
marituba+brazil,107123.0,,,,,,,,
alkmaar+netherlands,107106.0,,,,,,,,
varzea paulista+brazil,107089.0,,,,,,,,
ciudad guzmán+mexico,107075.7171,,,,,,,,
pingxiang+china,107046.0,,,,,,,,
kawachinagano+japan,106987.0,,,,,,,,
komatsu+japan,106919.0,477040,36.395,136.407,"KOMATSU, JAPAN",38.4,29.6,komatsu,japan
enakievo+ukraine,106873.0,,,,,,,,
biel/bienne+switzerland,106864.0,,,,,,,,
desok+egypt,106827.0,,,,,,,,
bayan-olgii+mongolia,106810.0,,,,,,,,
orkhon+mongolia,106810.0,,,,,,,,
dori+burkina faso,106808.0,,,,,,,,
suryapet+india,106805.0,,,,,,,,
jaranwala+pakistan,106785.0,,,,,,,,
exeter+united kingdom,106772.0,,,,,,,,
scottish borders+united kingdom,106764.0,,,,,,,,
san francisco+venezuela,106763.0,,,,,,,,
guaratinguetá+brazil,106762.0,,,,,,,,
chabahar+iran,106739.0,,,,,,,,
karaikkudi+india,106714.0,,,,,,,,
montreuil+france,106691.0,,,,,,,,
ghatlodiya+india,106684.0,,,,,,,,
consolacion+philippines,106649.0,,,,,,,,
soligorsk+belarus,106627.0,,,,,,,,
kumanovo+north macedonia,106626.0,,,,,,,,
clovis+u.s.,106583.0,722689,34.433,-103.083,"CLOVIS MUNICIPAL, NM, USA",41.0,23.7,clovis,u.s.
toride+japan,106570.0,,,,,,,,
eastbourne+united kingdom,106562.0,,,,,,,,
glan+philippines,106518.0,,,,,,,,
araruama+brazil,106486.0,,,,,,,,
athens+u.s.,106482.0,,,,,,,,
daly city+u.s.,106472.0,,,,,,,,
darkhan-uul+mongolia,106470.0,,,,,,,,
wardha+india,106444.0,,,,,,,,
lakeland+u.s.,106420.0,726404,45.928,-89.731,"LAKELAND AP, WI, USA",35.9,27.4,lakeland,u.s.
tarnów+poland,106408.0,,,,,,,,
bocaue+philippines,106407.0,,,,,,,,
ranibennur+india,106406.0,,,,,,,,
arzamas+russian federation,106362.0,,,,,,,,
gorom-gorom+burkina faso,106346.0,,,,,,,,
santa maria+u.s.,106290.0,,,,,,,,
novi pazar+serbia,106261.0,,,,,,,,
sakata+japan,106244.0,475870,38.917,139.850,"SAKATA, JAPAN",37.6,28.1,sakata,japan
chirkunda+india,106227.0,,,,,,,,
kitale+kenya,106187.0,,,,,,,,
norwalk+u.s.,106178.0,,,,,,,,
koszalin+poland,106118.0,121050,54.200,16.150,"KOSZALIN, POLAND",35.6,25.9,koszalin,poland
abbotabad+pakistan,106101.0,,,,,,,,
chatham-kent+canada,106091.0,,,,,,,,
facatativá+colombia,106067.0,,,,,,,,
toowoomba+australia,105984.0,955510,-27.550,151.917,"TOOWOOMBA AP, AUSTRALIA",38.8,25.5,toowoomba,australia
vacoas - phoenix+mauritius,105933.0,,,,,,,,
iriga+philippines,105919.0,,,,,,,,
lower hutt+new zealand,105900.0,,,,,,,,
coimbra+portugal,105842.0,085490,40.200,-8.417,"COIMBRA, PORTUGAL",41.2,27.7,coimbra,portugal
tepatitlán de morelos+mexico,105821.9881,,,,,,,,
simoes filho+brazil,105811.0,,,,,,,,
kishanganj+india,105782.0,,,,,,,,
neyveli+india,105731.0,,,,,,,,
sandy springs+u.s.,105703.0,,,,,,,,
khairpur+pakistan,105637.0,,,,,,,,
suceava+romania,105624.0,150230,47.688,26.354,"SUCEAVA, ROMANIA",36.2,27.0,suceava,romania
rosario+philippines,105561.0,,,,,,,,
birigui+brazil,105487.0,,,,,,,,
hindaun+india,105452.0,,,,,,,,
jamalpur+india,105434.0,,,,,,,,
duitama+colombia,105407.0,,,,,,,,
divo+cote d'ivoire,105397.0,,,,,,,,
robatkarim+iran,105393.0,,,,,,,,
tezpur+india,105377.0,424150,26.617,92.783,"TEZPUR, INDIA",39.0,30.2,tezpur,india
kothagudem+india,105266.0,,,,,,,,
nagaur+india,105218.0,,,,,,,,
santa cruz do sul+brazil,105190.0,,,,,,,,
hillsboro+u.s.,105164.0,,,,,,,,
el wad+algeria,105151.0,,,,,,,,
okpogho+nigeria,105127.0,,,,,,,,
suleja+nigeria,105075.0,,,,,,,,
zomba city+malawi,105013.0,,,,,,,,
ambala sadar+india,104974.0,,,,,,,,
bhiwadi+india,104921.0,,,,,,,,
bundi+india,104919.0,,,,,,,,
miryalaguda+india,104918.0,,,,,,,,
philippines: ligao+philippines,104914.0,,,,,,,,
tandoadam+pakistan,104907.0,,,,,,,,
laoag+philippines,104904.0,982230,18.178,120.532,"LAOAG INTL, PHILIPPINES",39.4,30.7,laoag,philippines
guimba+philippines,104894.0,,,,,,,,
ji-paraná+brazil,104858.0,,,,,,,,
tyler+u.s.,104798.0,,,,,,,,
el eulma+algeria,104758.0,,,,,,,,
mormugoa+india,104758.0,,,,,,,,
air itam+malaysia,104752.0,,,,,,,,
obninsk+russian federation,104739.0,,,,,,,,
zhukovsky+russian federation,104736.0,,,,,,,,
wichita falls+u.s.,104724.0,,,,,,,,
salto+brazil,104688.0,,,,,,,,
awka+nigeria,104682.0,,,,,,,,
tokuyama+japan,104672.0,,,,,,,,
lewisville+u.s.,104659.0,,,,,,,,
votorantim+brazil,104659.0,,,,,,,,
bhavani+india,104646.0,,,,,,,,
pattani+thailand,104617.0,485800,6.785,101.154,"PATTANI, THAILAND",38.8,30.4,pattani,thailand
piatra neamt+romania,104605.0,,,,,,,,
bhimdutta+nepal,104599.0,,,,,,,,
chikusei+japan,104573.0,,,,,,,,
trece martires+philippines,104559.0,,,,,,,,
salzgitter+germany,104548.0,,,,,,,,
vespasiano+brazil,104527.0,,,,,,,,
torrevieja+spain,104463.0,,,,,,,,
burbank+u.s.,104447.0,,,,,,,,
ballia+india,104424.0,,,,,,,,
lo prado+chile,104403.0,,,,,,,,
colchester+united kingdom,104390.0,,,,,,,,
poà+brazil,104338.0,,,,,,,,
sohar+oman,104312.0,,,,,,,,
westland+netherlands,104302.0,,,,,,,,
novara+italy,104231.0,,,,,,,,
lincoln+united kingdom,104221.0,,,,,,,,
itaguaí+brazil,104209.0,,,,,,,,
zwickau+germany,104146.0,,,,,,,,
novy urengoy+russian federation,104107.0,,,,,,,,
porto seguro+brazil,104078.0,,,,,,,,
nkongsamba+cameroon,104050.0,,,,,,,,
ilawe-ekiti+nigeria,104049.0,,,,,,,,
tadepalligudem+india,104032.0,,,,,,,,
salto+uruguay,104028.0,863600,-31.433,-57.983,"SALTO AP, URUGUAY",41.1,30.5,salto,uruguay
greeley+u.s.,103990.0,,,,,,,,
san mateo+u.s.,103959.0,,,,,,,,
vaniyambadi+india,103950.0,,,,,,,,
moers+germany,103949.0,,,,,,,,
jagtial+india,103930.0,,,,,,,,
reus+spain,103925.0,,,,,,,,
bansberia+india,103920.0,,,,,,,,
frederiksberg+denmark,103914.0,,,,,,,,
tabuk+philippines,103912.0,,,,,,,,
lo espejo+chile,103865.0,,,,,,,,
ikare+nigeria,103843.0,,,,,,,,
noginsk+russian federation,103843.0,,,,,,,,
el cajon+u.s.,103768.0,,,,,,,,
baraut+india,103764.0,,,,,,,,
yopal+colombia,103754.0,,,,,,,,
tsuyama+japan,103746.0,477560,35.067,134.017,"TSUYAMA, JAPAN",37.0,27.6,tsuyama,japan
beau bassin - rose hill+mauritius,103740.0,,,,,,,,
santa rita+brazil,103717.0,,,,,,,,
bordj el kiffan+algeria,103690.0,,,,,,,,
kanoya+japan,103608.0,478500,31.368,130.845,"KANOYA, JAPAN",35.7,28.8,kanoya,japan
magalang+philippines,103597.0,,,,,,,,
udgir+india,103550.0,,,,,,,,
jurupa valley+u.s.,103541.0,,,,,,,,
piacenza+italy,103512.0,,,,,,,,
saint-paul+france,103498.0,,,,,,,,
san joaquín+chile,103485.0,,,,,,,,
brandon+u.s.,103483.0,,,,,,,,
witten+germany,103384.0,,,,,,,,
sango otta+nigeria,103332.0,,,,,,,,
betul+india,103330.0,,,,,,,,
rialto+u.s.,103314.0,,,,,,,,
ibb+yemen,103312.0,,,,,,,,
anyama+cote d'ivoire,103297.0,,,,,,,,
masaka+uganda,103293.0,,,,,,,,
jehanabad+india,103202.0,,,,,,,,
apatzingán de la constitución+mexico,103201.3824,,,,,,,,
smederevo+serbia,103180.0,,,,,,,,
abo keber+egypt,103175.0,,,,,,,,
maicao+colombia,103124.0,,,,,,,,
norzagaray+philippines,103095.0,,,,,,,,
ikeda+japan,103069.0,,,,,,,,
novotroitsk+russian federation,103061.0,,,,,,,,
koch bihar+india,103008.0,,,,,,,,
himamaylan+philippines,103006.0,,,,,,,,
pitalito+colombia,102937.0,,,,,,,,
nagapattinam+india,102905.0,,,,,,,,
daska+pakistan,102883.0,,,,,,,,
schwerin+germany,102878.0,,,,,,,,
pushkino+russian federation,102874.0,,,,,,,,
buxar+india,102861.0,,,,,,,,
baybay+philippines,102841.0,,,,,,,,
drobeta turnu-severin+romania,102839.0,,,,,,,,
liberec+czechia,102754.0,,,,,,,,
gary+u.s.,102746.0,,,,,,,,
asbest+russian federation,102728.0,,,,,,,,
hoya+japan,102720.0,,,,,,,,
jongju+north korea,102659.0,,,,,,,,
doboj+bosnia and herzegovina,102624.0,,,,,,,,
davenport+u.s.,102612.0,725349,41.614,-90.591,"DAVENPORT MUNICIPAL, IA, USA",37.9,28.6,davenport,u.s.
gerga+egypt,102597.0,,,,,,,,
gimje+south korea,102589.0,,,,,,,,
araguario+brazil,102583.0,,,,,,,,
dadu+pakistan,102550.0,,,,,,,,
telde+spain,102535.0,,,,,,,,
mezhdurechensk+russian federation,102465.0,,,,,,,,
angono+philippines,102407.0,,,,,,,,
candaba+philippines,102399.0,,,,,,,,
coronel fabriciano+brazil,102395.0,,,,,,,,
klagenfurt+austria,102380.0,112310,46.650,14.333,"KLAGENFURT, AUSTRIA",36.9,24.5,klagenfurt,austria
seoni+india,102343.0,,,,,,,,
siegen+germany,102337.0,,,,,,,,
itabiraí+brazil,102316.0,,,,,,,,
chishtian+pakistan,102287.0,,,,,,,,
leninsk-kuznetsky+russian federation,102285.0,,,,,,,,
kashmar+iran,102282.0,,,,,,,,
tatuí+brazil,102256.0,,,,,,,,
phagwara+india,102253.0,,,,,,,,
jaleeb al-shuykh+kuwait,102169.0,,,,,,,,
zheleznogorsk+russian federation,102169.0,,,,,,,,
bangaon+india,102163.0,,,,,,,,
greater noida+india,102054.0,,,,,,,,
saidpur+bangladesh,102030.0,,,,,,,,
brusque+brazil,102025.0,,,,,,,,
league city+u.s.,102010.0,,,,,,,,
tete+mozambique,101984.0,,,,,,,,
dhangadhi+nepal,101970.0,,,,,,,,
tobolsk+russian federation,101955.0,282750,58.150,68.250,"TOBOLSK, RUSSIAN FEDERATION",34.1,24.8,tobolsk,russian federation
sekudai+malaysia,101945.0,,,,,,,,
magadan+russian federation,101933.0,,,,,,,,
bedford/kempston+united kingdom,101928.0,,,,,,,,
los baños+philippines,101884.0,,,,,,,,
shoshtar+iran,101878.0,,,,,,,,
davie+u.s.,101871.0,,,,,,,,
arapongas+brazil,101851.0,,,,,,,,
kericho+kenya,101808.0,,,,,,,,
hinganghat+india,101805.0,,,,,,,,
balakong+malaysia,101783.0,,,,,,,,
las cruces+u.s.,101759.0,,,,,,,,
hildesheim+germany,101744.0,,,,,,,,
olten-zofingen+switzerland,101685.0,,,,,,,,
sakado+japan,101679.0,,,,,,,,
dhamtari+india,101677.0,,,,,,,,
vista+u.s.,101659.0,,,,,,,,
valinhos+brazil,101626.0,,,,,,,,
lida+belarus,101616.0,268320,53.850,25.317,"LIDA, BELARUS",34.9,25.2,lida,belarus
quchan+iran,101604.0,,,,,,,,
iida+japan,101581.0,476370,35.517,137.817,"IIDA, JAPAN",37.3,26.4,iida,japan
kasese+uganda,101557.0,,,,,,,,
apalit+philippines,101537.0,,,,,,,,
sujangarh+india,101523.0,,,,,,,,
isehara+japan,101514.0,,,,,,,,
akhmim+egypt,101509.0,,,,,,,,
almada+portugal,101501.0,,,,,,,,
basildon/north benfleet+united kingdom,101492.0,,,,,,,,
coonoor+india,101490.0,,,,,,,,
gapan+philippines,101488.0,,,,,,,,
bhadreswar+india,101477.0,,,,,,,,
plaridel+philippines,101441.0,,,,,,,,
chilakaluripet+india,101398.0,,,,,,,,
malappuram+india,101386.0,,,,,,,,
sarapyul+russian federation,101381.0,,,,,,,,
chakdaha+india,101320.0,,,,,,,,
gboko+nigeria,101281.0,,,,,,,,
kasganj+india,101277.0,,,,,,,,
cape breton+canada,101265.0,,,,,,,,
soubre+cote d'ivoire,101196.0,,,,,,,,
kiselevsk+russian federation,101180.0,,,,,,,,
as suwayq+oman,101122.0,,,,,,,,
cavite city+philippines,101120.0,,,,,,,,
chikushino+japan,101081.0,,,,,,,,
linares+chile,101073.0,,,,,,,,
lahijan+iran,101073.0,,,,,,,,
calumpit+philippines,101068.0,,,,,,,,
girona+spain,101059.0,,,,,,,,
peñaflor+chile,101058.0,,,,,,,,
rionegro+colombia,101046.0,,,,,,,,
cottbus+germany,101036.0,,,,,,,,
delft+netherlands,101030.0,,,,,,,,
banswara+india,101017.0,,,,,,,,
olomouc+czechia,101003.0,,,,,,,,
esentuky+russian federation,100996.0,,,,,,,,
ancona+italy,100983.5,,,,,,,,
izumisano+japan,100966.0,,,,,,,,
renton+u.s.,100953.0,727934,47.493,-122.214,"RENTON MUNICIPAL, WA, USA",38.2,23.4,renton,u.s.
crato+brazil,100916.0,,,,,,,,
abengourou+cote d'ivoire,100910.0,,,,,,,,
ciénaga+colombia,100908.0,,,,,,,,
chesterfield/staveley+united kingdom,100879.0,,,,,,,,
passos+brazil,100859.0,,,,,,,,
tongshi+china,100836.0,,,,,,,,
shinyanga+united republic of tanzania,100724.0,,,,,,,,
san angelo+u.s.,100702.0,722630,31.352,-100.495,"SAN ANGELO REGIONAL, TX, USA",43.6,26.4,san angelo,u.s.
barakaldo+spain,100658.0,,,,,,,,
calithèa+greece,100641.0,,,,,,,,
ahar+iran,100641.0,,,,,,,,
portsmouth+u.s.,100577.0,726055,43.083,-70.817,"PORTSMOUTH INTL, NH, USA",37.5,27.6,portsmouth,u.s.
kalyani+india,100575.0,,,,,,,,
nazran+russian federation,100574.0,,,,,,,,
el-mataria+egypt,100566.0,,,,,,,,
livonia+u.s.,100545.0,,,,,,,,
venlo+netherlands,100536.0,,,,,,,,
guarapari+brazil,100528.0,,,,,,,,
liloan+philippines,100500.0,,,,,,,,
masjed soleyman+iran,100497.0,,,,,,,,
al orizah+egypt,100482.0,,,,,,,,
torbatejam+iran,100449.0,,,,,,,,
la cisterna+chile,100434.0,,,,,,,,
red deer+canada,100420.0,718780,52.180,-113.890,"RED DEER, AB, CANADA",34.3,23.1,red deer,canada
kefar sava+israel,100401.0,,,,,,,,
ourinhos+brazil,100374.0,,,,,,,,
shauliai+lithuania,100353.0,,,,,,,,
gangtok+india,100286.0,,,,,,,,
datia+india,100284.0,,,,,,,,
la reina+chile,100252.0,,,,,,,,
kalisz+poland,100223.0,124350,51.783,18.083,"KALISZ, POLAND",36.8,24.9,kalisz,poland
kaspiysk+russian federation,100129.0,,,,,,,,
hoima+uganda,100126.0,,,,,,,,
gudiyatham+india,100115.0,,,,,,,,
trindade+brazil,100106.0,,,,,,,,
nagda+india,100039.0,,,,,,,,
zipaquirá+colombia,100038.0,,,,,,,,
kaiserslautern+germany,100025.0,,,,,,,,
libmanan+philippines,100002.0,,,,,,,,
rio das ostras+brazil,99905.0,,,,,,,,
limón+costa rica,99836.0,,,,,,,,
kamenets podolsky+ukraine,99577.0,,,,,,,,
pisco+peru,99550.0,846910,-13.745,-76.220,"PISCO INTL, PERU",32.3,27.1,pisco,peru
saku+japan,99368.0,,,,,,,,
nan+thailand,99196.0,483310,18.808,100.783,"NAN, THAILAND",41.8,30.6,nan,thailand
sanjo+japan,99192.0,,,,,,,,
santana+brazil,99111.0,,,,,,,,
bento gonçalves+brazil,99104.0,,,,,,,,
zelenodolsk+russian federation,99089.0,,,,,,,,
almirante tamandaré+brazil,98892.0,,,,,,,,
shibata+japan,98611.0,,,,,,,,
legnica+poland,98598.0,124150,51.200,16.200,"LEGNICA, POLAND",37.4,24.9,legnica,poland
colatina+brazil,98395.0,,,,,,,,
kanuma+japan,98374.0,,,,,,,,
amnat charoen+thailand,98173.0,,,,,,,,
velikie luky+russian federation,98141.0,,,,,,,,
shimada+japan,98112.0,,,,,,,,
bagé+brazil,97765.0,,,,,,,,
hanamaki+japan,97702.0,,,,,,,,
ubá+brazil,97636.0,,,,,,,,
takoradi+ghana,97352.0,,,,,,,,
patos+brazil,97278.0,,,,,,,,
hualpén+chile,97273.0,,,,,,,,
focsani+romania,97186.0,,,,,,,,
três lagoas+brazil,97069.0,,,,,,,,
kansk+russian federation,96945.0,295810,56.200,95.633,"KANSK, RUSSIAN FEDERATION",35.6,25.4,kansk,russian federation
glazov+russian federation,96843.0,282140,58.133,52.583,"GLAZOV, RUSSIAN FEDERATION",35.2,25.0,glazov,russian federation
são lourenço da mata+brazil,96777.0,,,,,,,,
ust-ulimsk+russian federation,96699.0,,,,,,,,
caraguatatuba+brazil,96612.0,,,,,,,,
guaynabo+puerto rico,96226.0,,,,,,,,
mihara+japan,96194.0,,,,,,,,
satsumasendai+japan,96076.0,,,,,,,,
solikamsk+russian federation,95703.0,,,,,,,,
yumbo+colombia,95040.0,,,,,,,,
moca+dominican republic,94981.0,,,,,,,,
puerto la cruz+venezuela,94796.0,,,,,,,,
arecibo+puerto rico,94658.0,,,,,,,,
alajuelita+costa rica,94548.0,,,,,,,,
campo largo+brazil,94171.0,,,,,,,,
igarassu+brazil,93931.0,,,,,,,,
sinop+brazil,93753.0,,,,,,,,
tartu+estonia,93715.0,262420,58.307,26.690,"TARTU, ESTONIA",34.5,24.7,tartu,estonia
grudziadz+poland,93679.0,,,,,,,,
umuarama+brazil,93455.0,,,,,,,,
corumbá+brazil,93452.0,,,,,,,,
eunápolis+brazil,93413.0,,,,,,,,
paulo afonso+brazil,93404.0,,,,,,,,
muriaé+brazil,93225.0,,,,,,,,
comayagua+honduras,93114.59756000001,,,,,,,,
ústí nad labem+czechia,93040.0,,,,,,,,
hradec králové+czechia,92917.0,,,,,,,,
girardot+colombia,92903.0,,,,,,,,
cuscatancingo+el salvador,92624.0,,,,,,,,
yokote+japan,92197.0,,,,,,,,
baní+dominican republic,92153.0,,,,,,,,
formosa+brazil,92023.0,,,,,,,,
gweru+zimbabwe,91806.0,,,,,,,,
chiguallante+chile,91180.0,,,,,,,,
iga+japan,90581.0,,,,,,,,
slupsk+poland,90157.0,,,,,,,,
kousséri+cameroon,89123.0,,,,,,,,
stakhanov+ukraine,89025.0,,,,,,,,
muroran+japan,88564.0,,,,,,,,
bertoua+cameroon,88462.0,,,,,,,,
jastrzebie-zdrój+poland,88366.0,,,,,,,,
panevezhis+lithuania,87909.0,,,,,,,,
pavas+costa rica,87827.0,,,,,,,,
dédougou+burkina faso,86965.0,,,,,,,,
tierralta+colombia,86578.0,,,,,,,,
maranguape+brazil,86309.0,,,,,,,,
choluteca+honduras,86179.22037000001,,,,,,,,
itatiba+brazil,85666.0,,,,,,,,
caucasia+colombia,84717.0,,,,,,,,
são mateus+brazil,84541.0,,,,,,,,
catia la mar+venezuela,84268.0,,,,,,,,
bajos de haina+dominican republic,83582.0,,,,,,,,
abaeteluba+brazil,82998.0,,,,,,,,
chaykovsky+russian federation,82883.0,,,,,,,,
trang+thailand,82794.0,485670,7.509,99.617,"TRANG, THAILAND",38.6,30.1,trang,thailand
daugavpils+latvia,82604.0,265440,55.867,26.617,"DAUGAVPILS, LATVIA",34.8,24.5,daugavpils,latvia
codo+brazil,81045.0,,,,,,,,
honiara+solomon islands,80082.0,915200,-9.428,160.055,"HONIARA INTL, SOLOMON ISLANDS",40.4,31.4,honiara,solomon islands
thimphu+bhutan,79185.0,,,,,,,,
boca chica+dominican republic,78882.0,,,,,,,,
vanadzoz+armenia,78848.0,,,,,,,,
paço do lumiar+brazil,78811.0,,,,,,,,
san juan de la maguana+dominican republic,78313.0,,,,,,,,
açailândia+brazil,78237.0,,,,,,,,
bacabal+brazil,77860.0,,,,,,,,
prachin buri+thailand,77645.0,484300,14.078,101.380,"PRACHIN BURI, THAILAND",42.7,30.7,prachin buri,thailand
shoosh+iran,77148.0,,,,,,,,
bonao+dominican republic,76241.0,,,,,,,,
pouytenga+burkina faso,75250.0,,,,,,,,
manaure+colombia,74528.0,,,,,,,,
albury-wodonga+australia,73468.0,,,,,,,,
san martin+el salvador,72758.0,,,,,,,,
bragança+brazil,72621.0,,,,,,,,
sonsonate+el salvador,71541.0,,,,,,,,
sekondi+ghana,70361.0,,,,,,,,
parintins+brazil,69890.0,,,,,,,,
itapipoca+brazil,66909.0,,,,,,,,
edéa+cameroon,66581.0,,,,,,,,
uthai thani+thailand,65459.0,,,,,,,,
danlí+honduras,64976.110689999994,,,,,,,,
tarawa+kiribati,63017.0,,,,,,,,
villanueva+honduras,62711.32174,,,,,,,,
praia+cabo verde,61644.0,,,,,,,,
mbabane+eswatini,60691.0,,,,,,,,
puerto cortés+honduras,59676.40307000001,,,,,,,,
azua+dominican republic,59319.0,,,,,,,,
launceston+australia,57685.0,949680,-41.545,147.214,"LAUNCESTON, AUSTRALIA",36.9,22.8,launceston,australia
sing buri+thailand,56396.0,,,,,,,,
juticalpa+honduras,56302.11776,,,,,,,,
satun+thailand,55273.0,485700,6.661,100.080,"SATUN, THAILAND",37.8,29.2,satun,thailand
sankt pölten+austria,55044.0,,,,,,,,
krabi+thailand,52867.0,,,,,,,,
cametá+brazil,52838.0,,,,,,,,
catacamas+honduras,51604.9916,,,,,,,,
sao tome+sao tome and principe,49957.0,,,,,,,,
basse-terre+guadeloupe,44747.0,,,,,,,,
samut songkhram+thailand,42550.0,,,,,,,,
banju+gambia,42326.0,,,,,,,,
phangnga+thailand,41547.0,,,,,,,,
ciudad de colon+panama,41019.0,,,,,,,,
st. george's+grenada,38251.0,,,,,,,,
sao josé de ribamar+brazil,37709.0,,,,,,,,
apia+samoa,37391.0,,,,,,,,
port-of-spain+trinidad and tobago,37074.0,,,,,,,,
olanchito+honduras,35264.95623,,,,,,,,
nuku'alofa+tonga,35184.0,,,,,,,,
gibraltar+gibraltar,34003.0,084950,36.151,-5.350,"GIBRALTAR INTL, GIBRALTAR",38.2,27.0,gibraltar,gibraltar
kuwait city+kuwait,32403.0,,,,,,,,
sabanalarga+colombia,32026.0,,,,,,,,
monaco+monaco,31109.0,,,,,,,,
mae hong son+thailand,30928.0,483000,19.301,97.976,"MAE HONG SON, THAILAND",43.5,29.8,mae hong son,thailand
malabo+equatorial guinea,30418.0,,,,,,,,
moroni+comoros,30365.0,,,,,,,,
dzaoudzi+mayotte,29273.0,,,,,,,,
st. helier+jersey,28310.0,,,,,,,,
oranjestad+aruba,28295.0,,,,,,,,
george town+cayman islands,28089.0,,,,,,,,
nakhon nayok+thailand,27841.0,,,,,,,,
majuro+marshall islands,27797.0,,,,,,,,
bandar seri begawan+brunei darussalam,27285.0,,,,,,,,
victoria+seychelles,26450.0,,,,,,,,
douglas+isle of man,26218.0,,,,,,,,
muscat+oman,24893.0,412560,23.593,58.284,"MUSCAT INTL, OMAN",48.9,33.0,muscat,oman
st. john+antigua and barbuda,22342.0,,,,,,,,
andorra la vella+andorra,22205.0,,,,,,,,
port vila+vanuatu,20094.0,,,,,,,,
tórshavn+faroe islands,19903.0,,,,,,,,
st. peter port+guernsey,18958.0,,,,,,,,
charlotte amalie+united states virgin islands,18914.0,,,,,,,,
roseau+dominica,16243.0,,,,,,,,
kingstown+saint vincent and the grenadines,15466.0,,,,,,,,
eisenstadt+austria,14637.0,111900,47.850,16.533,"EISENSTADT, AUSTRIA",38.5,25.9,eisenstadt,austria
basseterre+saint kitts and nevis,14161.0,,,,,,,,
belmopan+belize,13939.0,,,,,,,,
rarotonga+cook islands,13044.0,918440,-21.200,-159.783,"RAROTONGA, COOK ISLANDS",30.6,,rarotonga,cook islands
koror+palau,11754.0,914080,7.367,134.544,"KOROR, PALAU",35.4,31.4,koror,palau
mariehamn+åland islands,11711.0,,,,,,,,
bridgetown+barbados,7466.0,,,,,,,,
palikir+micronesia (federated states of),6227.0,,,,,,,,
funafuti+tuvalu,6152.0,916430,-8.522,179.198,"FUNAFUTI INTL, TUVALU",36.5,30.4,funafuti,tuvalu
valletta+malta,5827.0,,,,,,,,
saint-pierre+saint pierre and miquelon,5415.0,,,,,,,,
