Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2020-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Sun, 01 Nov 2020 17:08:57 CET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1989-0222-BGD,1989,0222,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Bangladesh,BGD,Southern Asia,Asia,North,,,,,,,,,°C,,,,,1989,12,,1989,12,,100,,,,,,,,48.48936537
1989-0247-BGD,1989,0247,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Bangladesh,BGD,Southern Asia,Asia,,,,,,,,,,°C,,,,,1989,1,,1989,1,,70,,,,,,,,48.48936537
1990-0248-AFG,1990,0248,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Afghanistan,AFG,Southern Asia,Asia,,,,,,,,,,°C,,,,,1990,12,26,1990,12,26,144,,,,,,,,51.106795
1990-0424-BGD,1990,0424,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Bangladesh,BGD,Southern Asia,Asia,,,,,,,,,,°C,,,,,1990,12,29,1990,12,29,67,,,,,,,,51.106795
1990-0706-BGD,1990,0706,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Bangladesh,BGD,Southern Asia,Asia,,,,,,No,No,,,°C,,,,,1990,1,1,1990,1,1,50,,,,,,,,51.106795
1990-0641-BLZ,1990,0641,Natural,Meteorological,Extreme temperature,Cold wave,,,Declar,Belize,BLZ,Central America,Americas,,,,,,,,,,°C,,,,,1990,,,1990,,,,,,,,,,2250,51.106795
1991-0009-AFG,1991,0009,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Afghanistan,AFG,Southern Asia,Asia,East and South Afghan Provinces,,,,,,,,-15,°C,,,,,1991,1,3,1991,1,3,80,,200,,200,,,,53.27115662
1991-0433-BGD,1991,0433,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,Bangladesh,BGD,Southern Asia,Asia,West and North Bangladesh,,,,,No,No,,-7,°C,,,,,1991,12,24,1992,1,6,182,,,,,,,,53.27115662
1992-0504-CAN,1992,0504,Natural,Meteorological,Extreme temperature,Cold wave,,,Declar,Canada,CAN,Northern America,Americas,Ontario,,,,,No,No,,,°C,,,,,1992,12,,1993,4,,,,,,,,,2000000,54.88464241
1993-0515-AUS,1993,0515,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Australia,AUS,Australia and New Zealand,Oceania,South-east Australia,,,,,,,,,°C,,,,,1993,2,,1993,2,,17,500,3000000,,3000500,,,,56.50464564
1989-0235-IND,1989,0235,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,India,IND,Southern Asia,Asia,Bihar,,,,,,,,,°C,,,,,1989,12,,1989,12,,109,,,,,,,,48.48936537
1989-0427-IND,1989,0427,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,India,IND,Southern Asia,Asia,,,,,,,,,,°C,,,,,1989,1,,1989,1,,18,,,,,,,,48.48936537
1990-0356-MEX,1990,0356,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Mexico,MEX,Central America,Americas,North,,Drought,,,No,No,,,°C,,,,,1990,4,30,1990,6,6,380,,,,,,,,51.106795
1990-0085-FRA,1990,0085,Natural,Meteorological,Extreme temperature,Heat wave,,,SigDis,France,FRA,Western Europe,Europe,Southwestern,,,,,,,,40,°C,,,,,1990,7,24,1990,7,24,5,,,,,,,,51.106795
1990-0423-IND,1990,0423,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,India,IND,Southern Asia,Asia,"North, West",,,,,,,,,°C,,,,,1990,12,29,1990,12,29,86,,,,,,,,51.106795
1990-0632-IND,1990,0632,Natural,Meteorological,Extreme temperature,Cold wave,,,Kill,India,IND,Southern Asia,Asia,"Haryana, Punjab, Jammu, Himachal Pradesh, Rajasthan states",,,,,,,,,°C,,,,,1990,1,,1990,1,,178,,,,,,,,51.106795
1990-0388-KOR,1990,0388,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,,,,,,,,,,°C,,,,,1990,7,29,1990,7,29,40,,,,,,,,51.106795
